id,budget,revenue,runtime,status,tagline,production_countries,spoken_languages,production_companies
489,10000000,225933435,127,Released,"Some people can never believe in themselves, until someone believes in them.",US,en,Lawrence Bender Productions|Be Gentlemen Limited Partnership|Miramax
791373,70000000,0,242,Released,Us united.,US,en,Warner Bros. Pictures|The Stone Quarry|Atlas Entertainment|Access Entertainment|Dune Entertainment|DC Films
550988,110000000,331526598,115,Released,Life's too short to be a background character.,US,en,Berlanti Productions|21 Laps Entertainment|Maximum Effort|Lit Entertainment Group|20th Century Studios|TSG Entertainment
786892,168000000,174287546,149,Released,Fury is born.,AU|US,en,Warner Bros. Pictures|Kennedy Miller Mitchell|Domain Entertainment
365620,95000000,39220516,131,Released,,US|IT|GB|SA,en,STXfilms|Forward Pass|Storyteller Productions|Ketchup Entertainment|Esme Grace Media|Cecchi Gori USA|Red Sea Fund|Iervolino & Lady Bacardi Entertainment|Red Sea International Film Festival
519182,100000000,972021410,94,Released,Things just got a little more despicable.,US,en,Universal Pictures|Illumination
11544,80000000,273144151,85,Released,There's one in every family.,US,en,Walt Disney Pictures
940551,72000000,298776052,83,Released,Odd ducks welcome.,US,en,Universal Pictures|Illumination
280092,10000000,120453155,97,Released,This is how you die.,CA|US,en,Blumhouse Productions|Entertainment One
949,60000000,187400000,170,Released,A Los Angeles crime saga.,US,en|es,Warner Bros. Pictures|Regency Enterprises|Forward Pass
120467,30000000,174600318,100,Released,A murder case of Madam D. with enormous wealth and the most outrageous events surrounding her sudden death!,US|DE,en|fr,Fox Searchlight Pictures|Studio Babelsberg|Indian Paintbrush|TSG Entertainment|American Empirical Pictures
829557,0,0,110,Released,Oh Yes.,PL,en|fr|it|pl|es,Ekipa|Open Mind Production
207703,81000000,414351546,129,Released,Manners maketh man.,GB|US,ar|en|sv,20th Century Fox|Marv|Cloudy Productions|TSG Entertainment
9479,18000000,75634409,76,Released,Welcome to an extraordinary world filled with wonder and magic,US,en,Touchstone Pictures|Skellington Productions
10625,17000000,130195052,97,Released,Watch your back.,US,sw|en|de|vi,Broadway Video|Paramount Pictures|M.G. Films
18785,35000000,469310836,100,Released,Some guys just can't handle Vegas.,US,en,Legendary Pictures|Green Hat Films|Warner Bros. Pictures
772,18000000,358994850,120,Released,He's up past his bedtime in the city that never sleeps.,US,en|fr,20th Century Fox|Hughes Entertainment
370172,250000000,774153024,163,Released,The mission that changes everything begins…,GB|US,en|ru|fr|es|it,EON Productions|Metro-Goldwyn-Mayer
8966,37000000,393616788,122,Released,"When you can live forever, what do you live for?",GB|US,en,Summit Entertainment|Temple Hill Entertainment|Maverick Films|Imprint Entertainment|Aura Films|Goldcrest Film Finance
12153,37000000,113100000,109,Released,They're going deep undercover.,US,en,Revolution Studios|Wayans Bros. Entertainment|Gone North Productions
546554,40000000,312897920,131,Released,"Hell, any of them could have done it.",US,es|en,MRC|T-Street
653346,160000000,397378150,145,Released,No one can stop the reign.,US,en,20th Century Studios|Oddball Entertainment|Jason T. Reed Productions|TSG Entertainment
940721,15000000,113676322,125,Released,Live and Fight. Survive and Resist.,JP,en|ja,TOHO|TOHO Studios|Robot Communications
38,20000000,72258126,108,Released,You can erase someone from your mind. Getting them out of your heart is another story.,US,en,Focus Features|Anonymous Content|This is that
345,65000000,162517900,159,Released,No dream is ever just a dream.,GB|US,en,Warner Bros. Pictures|Stanley Kubrick Productions|Pole Star|Hobby Films
752,54000000,134686457,132,Released,People should not be afraid of their governments. Governments should be afraid of their people.,DE|GB|US,en,Virtual Studios|Anarchos Productions|Silver Pictures|Fünfte Babelsberg Film|Warner Bros. Productions|DC Vertigo
598,3300000,30641770,129,Released,"If you run, the beast catches you; if you stay, the beast eats you.",BR|FR|DE,pt,O2 Filmes|VideoFilmes|Wild Bunch|Hank Levine Film & Music|Globo Filmes|Lumière
298618,220000000,271333313,144,Released,Worlds collide.,US,en|es|ru,Warner Bros. Pictures|Double Dream|The Disco Factory|DC Films
451156,0,0,120,Released,,CA,en,Annuit Coeptis Entertainment II|Johnson Production Group|Lifetime
38757,260000000,592461732,100,Released,They're taking adventure to new lengths.,US,en,Walt Disney Animation Studios|Walt Disney Pictures
75656,75000000,351723989,116,Released,"The closer you look, the less you’ll see.",US,fr|en,Summit Entertainment|K/O Paper Products
823464,150000000,571750016,115,Released,Rise together or fall alone.,US,,Legendary Pictures
618162,0,0,137,Released,A new day is dawning.,US,en,Overbrook Entertainment
246655,178000000,543934787,144,Released,Only the strong will survive.,US,ar|en|de|pl|ru|sw,The Donners' Company|Bad Hat Harry Productions|Genre Films|Hutch Parker Entertainment|20th Century Fox|Marvel Entertainment|TSG Entertainment
667538,195000000,441381193,127,Released,Unite or fall.,US,qu|es|en,Skydance Media|Paramount Pictures|di Bonaventura Pictures|Bay Films|New Republic Pictures|DeSanto/Murphy Productions|Hasbro
278154,105000000,408579038,95,Released,They’re going out with a bang.,US,en,Blue Sky Studios|20th Century Fox Animation
893723,30000000,202231360,88,Released,Unleash your powers.,CA|FR|US,en,Nickelodeon Movies|Spin Master|Paramount Pictures
12219,1750000,2000000,117,Released,,US,en,MGM Television
508442,150000000,121977511,101,Released,Everybody has a soul. Joe Gardner is about to find his.,US,en,Pixar
76338,170000000,644783140,112,Released,Delve into the darkness.,US,en,Marvel Studios
141052,300000000,661326987,120,Released,You can't save the world alone.,US,en,Cruel & Unusual Films|Atlas Entertainment|Warner Bros. Pictures|RatPac Entertainment|DC Films
746036,125000000,181073291,127,Released,Fall hard.,US|AU,en,87North Productions|Entertainment 360|Universal Pictures
18,90000000,263920180,126,Released,There is no future without it.,FR,en|sv|de,Gaumont
57158,250000000,958400000,161,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,NZ|US,en,New Line Cinema|Metro-Goldwyn-Mayer|WingNut Films
337167,55000000,371985018,105,Released,Don't miss the climax.,US,en,Universal Pictures|Michael De Luca Productions|Perfect World Pictures
629,6000000,23300000,106,Released,Five criminals. One line up. No coincidence.,US,es|en|fr|hu,Bad Hat Harry Productions|Blue Parrot Productions
4348,28000000,124604345,128,Released,Sometimes the last person on earth you want to be with is the one person you can't be without.,FR|GB|US,en,StudioCanal|Working Title|Scion Films|Focus Features
637,20000000,230098753,116,Released,"An unforgettable fable that proves love, family and imagination conquer all.",IT,,Mario e Vittorio Cecchi Gori - C.E.I.A.D.|Melampo Cinematografica
82690,165000000,471222889,101,Released,"When the game is over, the fun begins.",US,en,Walt Disney Animation Studios
324552,40000000,171539887,122,Released,Never stab the devil in the back!,US,en|he|it|ru,Thunder Road|87Eleven|Summit Entertainment
259316,180000000,809342332,133,Released,Explore a new era of J.K. Rowling's Wizarding World.,GB|US,en,Heyday Films|Warner Bros. Pictures
184315,100000000,244819862,98,Released,"Before he was a legend, he was a man.",US,en,Radical Studios|Flynn Picture Company|Metro-Goldwyn-Mayer|RatPac Entertainment
72190,200000000,531865000,116,Released,There will come a day when the world we know will end.,US,en,GK Films|Paramount Pictures|Hemisphere Media Capital|2DUX²|Skydance Media|Plan B Entertainment
359724,97600000,225508210,153,Released,They took the American dream for a ride.,US,fr|ja|it|en,20th Century Fox|TSG Entertainment|Chernin Entertainment|Turnpike Films
62177,185000000,538983207,93,Released,Change your fate.,US,en,Pixar
19384,7000000,9200000,91,Released,"Jack Caine. Houston cop. Human. What he's up against, isn't.",US,en,Vision International|Vision PDG|Epic Productions|Trans World Entertainment
76492,85000000,358375603,91,Released,Where monsters go to get away from it all.,US,en,Columbia Pictures|Sony Pictures Animation
49521,225000000,668045518,143,Released,You are not alone.,GB|US,en,Syncopy|Peters Entertainment|Warner Bros. Pictures|DC
810,160000000,808310187,93,Released,He's in for the royal treatment.,US,en,DreamWorks Animation|Pacific Data Images
49519,135000000,587204668,99,Released,The journey begins.,US,en,DreamWorks Animation
438695,85000000,408402685,110,Released,Where will your dreams take you?,US,en,Illumination
855,92000000,172989651,145,Released,Leave no man behind.,GB|US,en|so,Jerry Bruckheimer Films|Revolution Studios|Scott Free Productions
698687,75000000,129408392,104,Released,Witness the origin.,US,en,Paramount Animation|di Bonaventura Pictures|DeSanto/Murphy Productions|Bay Films|New Republic Pictures|Hasbro Entertainment
423108,39000000,206444123,111,Released,The demonic case that shocked America.,US,en|pt,New Line Cinema|The Safran Company|Atomic Monster
260513,200000000,1243225667,118,Released,"It's been too long, dahlings.",US,en,Pixar
299537,152000000,1131416446,124,Released,Higher. Further. Faster.,US,en,Marvel Studios
1011985,80000000,548040835,94,Released,The “Dragon” returns.,US,en,DreamWorks Animation
181812,489900000,1074144248,142,Released,The saga concludes.,US,en,Lucasfilm Ltd.|Bad Robot
87101,155000000,440603537,126,Released,Reset the future.,US,en,Paramount Pictures|Skydance Media
73723,70000000,349305397,86,Released,Meet the original force of nature.,US|JP,en,Illumination|dentsu
22881,29000000,309231694,129,Released,Based on the extraordinary true story,US,en,Alcon Entertainment|Netter Productions
500,1200000,2859750,99,Released,Every dog has his day.,US,en,Live Entertainment|Dog Eat Dog Productions
2109,33000000,244721064,97,Released,The fastest hands in the East meet the biggest mouth in the West.,US|HK,cn|zh|en,New Line Cinema|Arthur Sarkissian Productions|Roger Birnbaum Productions|Salon Films
398818,3500000,43143046,132,Released,Is it better to speak or die?,BR|FR|IT|US,fr|en|it,La Cinéfacture|Frenesy Film|M.Y.R.A. Entertainment|RT Features|Water's End Productions
792307,35000000,117607117,141,Released,She’s nothing like you’ve ever seen.,IE|GB|US,en|fr|pt,Searchlight Pictures|Film4 Productions|TSG Entertainment|Element Pictures|Limp|Fruit Tree
140607,245000000,2068223624,136,Released,Every generation has a story.,US,en,Lucasfilm Ltd.|Bad Robot
373571,170000000,387300138,132,Released,Long live the king.,CN|JP|US,zh|en|ja,Legendary Pictures|Huahua Media|TOHO
176,1200000,104045735,103,Released,How much blood would you shed to stay alive?,US,en,Twisted Pictures
1359,7000000,34269748,102,Released,Killer looks.,CA|US,en|es|cn,Lionsgate|Pressman Film|Muse Productions|Christian Halsey Solomon Productions
273248,44000000,155760117,188,Released,No one comes up here without a damn good reason.,US,es|en,The Weinstein Company|Double Feature Films|FilmColony
414419,60000000,12338649,254,Released,"The 4th film by Quentin Tarantino. Uncut, unrated, and shown in its entirety.",US,cn|en|fr|ja|es,Miramax|A Band Apart|Super Cool ManChu
10997,4000000,6400000,171,Released,The passionate triangle of two lifelong friends and the woman who comes between them!,CN|HK,zh,"Beijing Film Studio|China Film Co-Production|Tomson (Hong Kong) Films Co., Ltd."
1156593,0,0,117,Released,Divided by family. Driven by love.,ES|US,es,Pokeepsie Films|Amazon MGM Studios
49444,150000000,665692281,91,Released,The future of Kung Fu hangs in balance.,US,en,DreamWorks Animation
91586,5000000,161921515,106,Released,It will take what you love most.,US,en,Blumhouse Productions|Stage 6 Films|Entertainment One|FilmDistrict
1791,6200000,6766708,131,Released,,FR|AT|DE,fr|de,Wega Film|Les Films Alain Sarde|ARTE France Cinéma|Bavaria Film International|OFI|mk2 Films
135397,150000000,1671537444,124,Released,The park is open.,US,en,Amblin Entertainment|Universal Pictures|Legendary Pictures
615,30000000,610063468,127,Released,"By his wounds, we were healed.",US,he|la,Icon Productions
320288,200000000,252442974,114,Released,A Phoenix will rise. The X-Men will fall.,US,en|pt|ru,Genre Films|Hutch Parker Entertainment|20th Century Fox|TSG Entertainment|Marvel Entertainment
809,150000000,932542741,92,Released,What happens after happily ever after?,US,en,DreamWorks Animation|Pacific Data Images
2251,50000000,119137784,124,Released,Where do you go when you've gone too far?,US|CH|DE,en|fr,Fox 2000 Pictures|Regency Enterprises|Epsilon Motion Pictures|Unfaithful Filmproduktion
1100782,28000000,138128854,127,Released,It's the last thing you'll see.,US,en,Paramount Pictures|Temple Hill Entertainment|Bad Feeling
6977,25000000,171627166,122,Released,There are no clean getaways.,US,en|es,Miramax|Paramount Vantage|Scott Rudin Productions|Mike Zoss Productions
170,8000000,82784517,113,Released,The days are numbered.,GB,es|en,DNA Films
744275,14000000,21753705,99,Released,,FR|US|BG,en|pt|es,Voltage Pictures|Wattpad|Vertical|Ethea Entertainment|CalMaple Films
36557,150000000,599045960,144,Released,Everyone has a past. Every legend has a beginning.,GB|US,en|fr,Metro-Goldwyn-Mayer|Columbia Pictures|EON Productions|Casino Royale Productions
718930,90000000,239268602,126,Released,The end of the line is just the beginning.,US,ja|en|ru|es,87North Productions|Columbia Pictures
11770,10000005,42776760,113,Released,Get ready to kick some grass!,HK|CN,cn|zh,Star Overseas|Universe Entertainment
713704,15000000,147256372,96,Released,Mommy loves you to death.,NZ|IE|US,en,Pacific Renaissance Pictures|Wild Atlantic Pictures|New Line Cinema|Renaissance Pictures
333339,175000000,607274134,140,Released,A better reality awaits.,US,en,Amblin Entertainment|Warner Bros. Pictures|Village Roadshow Pictures|De Line Pictures|Dune Entertainment
102899,130000000,519311965,117,Released,Heroes don't get any bigger.,US,en,Marvel Studios
812,28000000,504050219,91,Released,"Imagine if you had three wishes, three hopes, three dreams and they all could come true.",US,en,Walt Disney Feature Animation
281957,135000000,532950503,157,Released,Blood lost. Life found.,CA|HK|TW|US,en|fr,Monarchy Enterprises S.a.r.l.|Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures|Hong Kong Alpha Motion Pictures Co.|M Productions|RatPac Entertainment
1417,19000000,83258226,118,Released,Innocence has a power evil cannot imagine.,MX|ES|US,es,Estudios Picasso|Esperanto Filmoj|Tequila Gang|Telecinco
27,1000000,1574623,70,Released,"2 lovers, one summer, and the 9 songs that defined them.",GB,en,Revolution Films
68726,180000000,411000000,131,Released,"To fight monsters, we created monsters.",US,cn|en|ja|ru,Double Dare You|Legendary Pictures
417859,130000000,554987477,90,Released,Live for danger. Fight for justice. Pray for mercy.,US,en|es,DreamWorks Animation
447332,17000000,340955294,91,Released,"If they hear you, they hunt you.",US,en,Paramount Pictures|Platinum Dunes|Sunday Night Productions
384018,200000000,760098996,137,Released,Nothing is stronger than family.,US,en|ru|sm,Chris Morgan Productions|Seven Bucks Productions|Universal Pictures
